transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id,unit_price,customer_id
174,2023-01-01,12:17:38,2,8,50,2.5,12277
175,2023-01-01,12:18:07,2,5,25,2.2,9109
176,2023-01-01,12:18:44,2,3,49,3.0,10905
177,2023-01-01,12:20:16,2,3,60,3.75,19845
178,2023-01-01,12:23:39,1,3,24,3.0,8765
179,2023-01-01,12:27:06,2,5,41,4.25,5102
180,2023-01-01,12:30:46,2,3,44,2.5,11635
181,2023-01-01,12:30:49,1,8,38,3.75,12783
182,2023-01-01,12:33:20,2,3,54,2.5,18262
183,2023-01-01,12:33:35,2,3,29,2.5,9694
184,2023-01-01,12:35:53,2,5,31,2.2,5225
185,2023-01-01,12:36:57,1,8,60,3.75,5275
186,2023-01-01,12:38:28,2,8,49,3.0,11143
187,2023-01-01,12:42:26,1,3,53,3.0,10995
188,2023-01-01,12:44:01,1,8,60,3.75,16554
189,2023-01-01,12:44:31,1,3,53,3.0,18823
190,2023-01-01,12:44:32,1,3,52,2.5,12905
191,2023-01-01,12:45:52,2,3,28,2.0,18561
192,2023-01-01,12:46:22,1,3,56,2.55,13
193,2023-01-01,12:46:26,1,3,23,2.5,17966
194,2023-01-01,12:46:55,1,3,33,3.5,9972
195,2023-01-01,12:46:55,1,3,75,3.5,12186
196,2023-01-01,12:48:08,2,3,38,3.75,9032
197,2023-01-01,12:49:48,1,8,30,3.0,3533
198,2023-01-01,12:50:15,1,3,59,4.5,5154
199,2023-01-01,12:50:28,2,3,32,3.0,1346
200,2023-01-01,12:51:21,1,8,53,3.0,3265
201,2023-01-01,12:51:57,1,5,61,4.75,16969
202,2023-01-01,12:51:57,1,5,72,3.25,13373
203,2023-01-01,12:52:18,1,5,56,2.55,3514
204,2023-01-01,12:52:18,1,5,75,3.5,7405
205,2023-01-01,12:53:11,2,8,29,2.5,9858
206,2023-01-01,12:53:59,1,8,37,3.0,17412
207,2023-01-01,12:55:25,1,3,49,3.0,12584
208,2023-01-01,12:55:27,1,5,57,3.1,18203
209,2023-01-01,12:55:27,1,5,75,3.5,6429
210,2023-01-01,12:55:36,1,8,45,3.0,11377
211,2023-01-01,12:55:53,2,8,26,3.0,10245
212,2023-01-01,12:56:33,1,3,61,4.75,5797
213,2023-01-01,12:56:59,1,3,47,3.0,9770
214,2023-01-01,12:58:54,2,3,44,2.5,3440
215,2023-01-01,12:59:06,1,8,36,3.75,2560
216,2023-01-01,13:00:38,2,5,30,3.0,3485
217,2023-01-01,13:01:33,2,5,25,2.2,13524
218,2023-01-01,13:02:40,1,8,49,3.0,4320
219,2023-01-01,13:02:40,1,8,78,4.5,14974
220,2023-01-01,13:02:52,1,8,26,3.0,12240
221,2023-01-01,13:03:13,2,3,43,3.0,6452
222,2023-01-01,13:04:01,2,8,25,2.2,323
223,2023-01-01,13:04:01,1,8,72,3.25,12617
224,2023-01-01,13:04:22,2,8,42,2.5,8749
225,2023-01-01,13:04:37,2,8,54,2.5,18866
226,2023-01-01,13:04:51,1,3,22,2.0,14169
227,2023-01-01,13:05:56,1,3,58,3.5,4765
228,2023-01-01,13:07:37,2,5,24,3.0,3312
229,2023-01-01,13:09:03,1,3,35,3.1,18284
230,2023-01-01,13:12:03,2,5,30,3.0,9206
231,2023-01-01,13:13:09,1,5,60,3.75,11590
232,2023-01-01,13:17:30,1,8,56,2.55,16554
233,2023-01-01,13:17:32,2,3,55,4.0,17146
234,2023-01-01,13:18:34,2,8,49,3.0,8101
235,2023-01-01,13:19:09,1,8,55,4.0,12586
236,2023-01-01,13:19:09,1,8,75,3.5,9048
237,2023-01-01,13:19:36,1,3,23,2.5,19784
238,2023-01-01,13:19:56,2,8,31,2.2,12589
239,2023-01-01,13:20:51,2,3,35,3.1,6495
240,2023-01-01,13:21:23,2,3,38,3.75,19270
241,2023-01-01,13:22:11,1,5,23,2.5,19013
242,2023-01-01,13:22:45,2,3,46,2.5,6245
243,2023-01-01,13:23:54,2,3,58,3.5,7670
244,2023-01-01,13:24:29,2,5,60,3.75,4853
245,2023-01-01,13:30:49,2,5,31,2.2,10078
246,2023-01-01,13:32:07,2,5,25,2.2,17378
247,2023-01-01,13:32:34,1,5,87,3.0,13169
248,2023-01-01,13:34:12,2,3,28,2.0,301
249,2023-01-01,13:38:09,1,8,27,3.5,19037
250,2023-01-01,13:38:11,2,8,40,3.75,9505
251,2023-01-01,13:39:41,1,5,51,3.0,4250
252,2023-01-01,13:40:47,2,3,54,2.5,15170
253,2023-01-01,13:41:09,2,3,42,2.5,19848
254,2023-01-01,13:42:10,1,3,43,3.0,227
255,2023-01-01,13:42:49,1,5,36,3.75,1617
256,2023-01-01,13:42:58,1,5,52,2.5,11542
257,2023-01-01,13:42:58,1,5,72,3.25,1101
258,2023-01-01,13:43:18,2,3,54,2.5,10605
259,2023-01-01,13:43:18,1,3,69,3.25,13636
260,2023-01-01,13:43:41,2,5,25,2.2,14824
261,2023-01-01,13:44:26,1,3,57,3.1,18171
262,2023-01-01,13:47:51,1,8,40,3.75,16380
263,2023-01-01,13:49:03,2,8,22,2.0,16016
264,2023-01-01,13:50:09,1,5,53,3.0,2264
265,2023-01-01,13:50:47,2,8,54,2.5,15824
266,2023-01-01,13:51:56,2,8,32,3.0,988
267,2023-01-01,13:53:04,2,3,38,3.75,13111
268,2023-01-01,13:53:31,1,8,33,3.5,14735
269,2023-01-01,13:54:18,2,8,22,2.0,13418
270,2023-01-01,13:55:04,1,5,42,2.5,13024
271,2023-01-01,13:55:50,2,8,45,3.0,4329
272,2023-01-01,13:56:15,2,8,48,2.5,17472
273,2023-01-01,13:56:24,1,8,53,3.0,10523
274,2023-01-01,13:57:34,2,5,27,3.5,104
275,2023-01-01,13:57:34,1,5,71,3.75,15657
276,2023-01-01,13:58:10,2,3,46,2.5,11954
277,2023-01-01,13:58:11,1,5,34,2.45,8059
278,2023-01-01,13:59:58,2,5,39,4.25,417
279,2023-01-01,14:03:34,2,5,25,2.2,19900
280,2023-01-01,14:03:34,1,5,69,3.25,17880
281,2023-01-01,14:03:41,1,3,32,3.0,6031
282,2023-01-01,14:07:12,2,3,41,4.25,11852
283,2023-01-01,14:07:56,1,3,23,2.5,9092
284,2023-01-01,14:08:03,1,8,24,3.0,17852
285,2023-01-01,14:08:03,1,8,71,3.75,13797
286,2023-01-01,14:11:14,2,8,60,3.75,9106
287,2023-01-01,14:13:28,2,5,57,3.1,7277
288,2023-01-01,14:19:57,2,5,23,2.5,13745
289,2023-01-01,14:20:06,2,3,35,3.1,1716
290,2023-01-01,14:20:08,2,3,42,2.5,16444
291,2023-01-01,14:22:01,2,8,49,3.0,16955
292,2023-01-01,14:22:38,2,5,39,4.25,19787
293,2023-01-01,14:23:28,1,8,55,4.0,2503
294,2023-01-01,14:23:28,1,8,71,3.75,3582
295,2023-01-01,14:24:55,2,3,41,4.25,2051
296,2023-01-01,14:24:55,1,3,79,3.75,3075
297,2023-01-01,14:25:32,2,3,58,3.5,10571
298,2023-01-01,14:25:39,2,5,24,3.0,15063
299,2023-01-01,14:26:36,1,8,61,4.75,8815
300,2023-01-01,14:29:05,2,5,45,3.0,3748
301,2023-01-01,14:29:50,2,5,49,3.0,4469
302,2023-01-01,14:29:50,1,5,78,4.5,13524
303,2023-01-01,14:30:51,1,8,48,2.5,13799
304,2023-01-01,14:30:58,1,5,57,3.1,1742
305,2023-01-01,14:31:26,1,5,42,2.5,16746
306,2023-01-01,14:32:20,2,8,30,3.0,14715
307,2023-01-01,14:32:42,2,5,41,4.25,18560
308,2023-01-01,14:32:54,2,8,39,4.25,12070
309,2023-01-01,14:35:47,1,3,55,4.0,17105
310,2023-01-01,14:36:23,2,3,30,3.0,19980
311,2023-01-01,14:36:35,1,5,57,3.1,4469
312,2023-01-01,14:37:48,1,5,44,2.5,15639
313,2023-01-01,14:39:06,1,5,87,3.0,3162
314,2023-01-01,14:39:48,2,8,34,2.45,11574
315,2023-01-01,14:42:39,2,5,61,4.75,1863
316,2023-01-01,14:43:13,2,3,50,2.5,12558
317,2023-01-01,14:45:31,1,3,47,3.0,10656
318,2023-01-01,14:46:09,1,8,48,2.5,8815
319,2023-01-01,14:47:29,1,8,24,3.0,9093
320,2023-01-01,14:47:29,1,8,75,3.5,5500
321,2023-01-01,14:49:49,2,8,51,3.0,14651
322,2023-01-01,14:51:19,2,5,43,3.0,4477
323,2023-01-01,14:55:34,2,3,34,2.45,13758
324,2023-01-01,14:58:07,2,8,30,3.0,1168
325,2023-01-01,14:58:35,1,3,43,3.0,16007
326,2023-01-01,15:02:04,2,3,39,4.25,1337
327,2023-01-01,15:02:28,1,8,38,3.75,19909
328,2023-01-01,15:06:27,2,5,25,2.2,16159
329,2023-01-01,15:08:28,2,3,43,3.0,15385
330,2023-01-01,15:09:37,1,3,22,2.0,6437
331,2023-01-01,15:09:54,1,8,61,4.75,6826
332,2023-01-01,15:10:10,1,5,40,3.75,4933
333,2023-01-01,15:10:10,1,5,75,3.5,3369
334,2023-01-01,15:12:22,1,3,24,3.0,10578
335,2023-01-01,15:12:54,2,3,52,2.5,420
336,2023-01-01,15:14:19,2,3,26,3.0,3947
337,2023-01-01,15:16:37,2,5,38,3.75,19012
338,2023-01-01,15:18:56,1,3,61,4.75,7394
339,2023-01-01,15:19:34,1,3,29,2.5,18721
340,2023-01-01,15:21:05,2,8,30,3.0,9652
341,2023-01-01,15:22:11,2,3,39,4.25,12929
342,2023-01-01,15:24:01,1,8,26,3.0,16521
343,2023-01-01,15:25:09,2,5,50,2.5,15433
344,2023-01-01,15:27:11,2,3,58,3.5,10232
345,2023-01-01,15:28:29,1,3,58,3.5,15891
346,2023-01-01,15:28:54,1,5,43,3.0,16542
347,2023-01-01,15:29:24,1,3,57,3.1,847
348,2023-01-01,15:29:24,1,3,70,3.25,5575
349,2023-01-01,15:30:16,1,3,43,3.0,3061
350,2023-01-01,15:30:27,2,3,31,2.2,10325
351,2023-01-01,15:30:58,1,5,34,2.45,17887
352,2023-01-01,15:30:58,2,8,29,2.5,10522
353,2023-01-01,15:33:36,2,5,28,2.0,2412
354,2023-01-01,15:33:36,1,5,74,3.5,13429
355,2023-01-01,15:34:10,2,3,41,4.25,19108
356,2023-01-01,15:34:10,1,3,76,3.5,19288
357,2023-01-01,15:36:59,2,5,37,3.0,7013
358,2023-01-01,15:39:44,1,8,44,2.5,19876
359,2023-01-01,15:42:20,1,3,36,3.75,13886
360,2023-01-01,15:45:16,2,3,46,2.5,18476
361,2023-01-01,15:46:34,2,5,40,3.75,7847
362,2023-01-01,15:51:15,2,8,35,3.1,15614
363,2023-01-01,15:52:23,2,5,39,4.25,10920
364,2023-01-01,15:52:23,1,5,69,3.25,12177
365,2023-01-01,15:53:55,2,5,33,3.5,14235
366,2023-01-01,15:55:45,1,8,24,3.0,4572
367,2023-01-01,15:55:50,2,3,31,2.2,3204
368,2023-01-01,15:58:55,1,8,48,2.5,13797
369,2023-01-01,16:00:23,1,8,38,3.75,18003
370,2023-01-01,16:02:07,1,8,41,4.25,3252
371,2023-01-01,16:03:30,2,3,34,2.45,9270
372,2023-01-01,16:03:54,1,8,46,2.5,11772
373,2023-01-01,16:04:10,2,3,42,2.5,3980
374,2023-01-01,16:06:04,2,3,23,2.5,9623
375,2023-01-01,16:07:20,2,3,23,2.5,16098
376,2023-01-01,16:08:59,2,3,42,2.5,115
377,2023-01-01,16:10:37,2,3,42,2.5,9363
378,2023-01-01,16:12:00,1,8,87,3.0,17980
379,2023-01-01,16:17:06,2,3,34,2.45,7832
380,2023-01-01,16:17:52,2,3,29,2.5,19849
381,2023-01-01,16:19:00,2,8,29,2.5,19909
382,2023-01-01,16:19:17,1,3,56,2.55,11822
383,2023-01-01,16:19:26,2,5,40,3.75,12470
384,2023-01-01,16:20:07,2,3,36,3.75,5925
385,2023-01-01,16:22:07,1,5,22,2.0,4762
386,2023-01-01,16:22:38,1,3,22,2.0,7832
387,2023-01-01,16:25:28,1,3,44,2.5,6426
388,2023-01-01,16:27:42,1,5,56,2.55,7346
389,2023-01-01,16:28:00,2,8,53,3.0,11225
390,2023-01-01,16:28:57,1,5,42,2.5,17629
391,2023-01-01,16:29:36,2,3,27,3.5,8975
392,2023-01-01,16:30:12,1,3,40,3.75,8923
393,2023-01-01,16:33:35,1,3,35,3.1,10192
394,2023-01-01,16:35:11,1,5,28,2.0,14410
395,2023-01-01,16:39:24,1,3,36,3.75,2999
396,2023-01-01,16:39:27,1,8,58,3.5,10001
397,2023-01-01,16:40:18,1,3,33,3.5,17109
398,2023-01-01,16:40:19,1,5,46,2.5,9539
399,2023-01-01,16:41:51,1,5,23,2.5,4955
400,2023-01-01,16:43:33,2,8,50,2.5,4600
401,2023-01-01,16:44:46,2,3,54,2.5,5719
402,2023-01-01,16:47:05,1,5,44,2.5,19462
403,2023-01-01,16:47:05,1,5,72,3.25,2438
404,2023-01-01,16:48:31,2,5,44,2.5,18840
405,2023-01-01,16:49:19,1,5,53,3.0,4041
406,2023-01-01,16:49:19,1,5,71,3.75,19598
407,2023-01-01,16:49:38,1,3,52,2.5,2305
408,2023-01-01,16:52:13,2,8,42,2.5,7907
409,2023-01-01,16:52:51,1,5,50,2.5,14330
410,2023-01-01,16:56:48,1,3,28,2.0,18767
411,2023-01-01,16:58:42,1,3,58,3.5,5032
412,2023-01-01,16:58:42,1,3,69,3.25,16987
413,2023-01-01,17:01:03,2,5,36,3.75,12378
414,2023-01-01,17:01:31,2,8,50,2.5,14738
415,2023-01-01,17:03:21,1,3,50,2.5,17940
416,2023-01-01,17:05:44,2,3,36,3.75,14891
417,2023-01-01,17:09:18,2,8,47,3.0,11780
418,2023-01-01,17:10:34,1,3,27,3.5,4160
419,2023-01-01,17:10:35,1,3,59,4.5,5132
420,2023-01-01,17:11:58,2,8,36,3.75,16688
421,2023-01-01,17:13:17,2,5,31,2.2,13301
422,2023-01-01,17:16:17,1,8,35,3.1,7802
423,2023-01-01,17:17:19,2,8,55,4.0,13127
424,2023-01-01,17:17:22,1,8,31,2.2,4098
425,2023-01-01,17:18:36,1,3,29,2.5,19381
426,2023-01-01,17:19:08,2,5,34,2.45,156
427,2023-01-01,17:19:08,1,5,75,3.5,7332
428,2023-01-01,17:19:11,2,8,39,4.25,1813
429,2023-01-01,17:19:28,2,8,28,2.0,2739
430,2023-01-01,17:19:49,2,8,87,3.0,19833
431,2023-01-01,17:19:49,1,8,78,4.5,5743
432,2023-01-01,17:20:02,2,8,46,2.5,11755
433,2023-01-01,17:20:02,1,8,77,3.0,18806
434,2023-01-01,17:22:36,1,3,36,3.75,1457
435,2023-01-01,17:23:03,1,5,48,2.5,17708
436,2023-01-01,17:23:04,1,3,41,4.25,19578
437,2023-01-01,17:25:45,2,3,58,3.5,5905
438,2023-01-01,17:26:15,1,8,35,3.1,14754
439,2023-01-01,17:26:15,1,8,76,3.5,12762
440,2023-01-01,17:28:42,1,5,37,3.0,18886
441,2023-01-01,17:28:42,1,5,70,3.25,18419
442,2023-01-01,17:29:25,1,3,46,2.5,15815
443,2023-01-01,17:29:25,1,3,75,3.5,15073
444,2023-01-01,17:34:47,2,8,54,2.5,14591
445,2023-01-01,17:35:26,1,3,47,3.0,3145
446,2023-01-01,17:35:26,1,3,69,3.25,9808
447,2023-01-01,17:37:26,1,8,42,2.5,4055
448,2023-01-01,17:40:50,1,3,55,4.0,17060
449,2023-01-01,17:41:55,2,3,55,4.0,6491
450,2023-01-01,17:41:55,1,3,71,3.75,3785
451,2023-01-01,17:43:49,2,8,52,2.5,17563
452,2023-01-01,17:44:28,2,3,27,3.5,227
453,2023-01-01,17:44:28,1,3,74,3.5,12558
454,2023-01-01,17:44:48,1,8,34,2.45,7185
455,2023-01-01,17:45:21,1,8,27,3.5,14735
456,2023-01-01,17:46:21,2,8,36,3.75,2588
457,2023-01-01,17:46:21,1,8,76,3.5,10854
458,2023-01-01,17:49:04,2,8,60,3.75,17300
459,2023-01-01,17:50:19,1,5,45,3.0,13714
460,2023-01-01,17:50:30,2,8,38,3.75,9265
461,2023-01-01,17:51:06,2,3,60,3.75,17469
462,2023-01-01,17:54:11,2,3,56,2.55,554
463,2023-01-01,17:56:46,1,8,30,3.0,12872
464,2023-01-01,17:58:01,1,5,39,4.25,7683
465,2023-01-01,17:59:44,2,8,53,3.0,10498
466,2023-01-01,17:59:44,1,8,76,3.5,6675
467,2023-01-01,18:01:08,2,8,45,3.0,3383
468,2023-01-01,18:02:00,1,3,52,2.5,10815
469,2023-01-01,18:02:21,2,5,49,3.0,14035
470,2023-01-01,18:03:13,1,3,28,2.0,1063
471,2023-01-01,18:03:13,1,3,78,4.5,2725
472,2023-01-01,18:04:34,1,3,28,2.0,11855
473,2023-01-01,18:06:52,2,3,30,3.0,11884
474,2023-01-01,18:06:52,1,3,79,3.75,11722
475,2023-01-01,18:07:13,1,8,23,2.5,11978
476,2023-01-01,18:08:53,2,3,34,2.45,13361
477,2023-01-01,18:12:37,2,3,25,2.2,18701
478,2023-01-01,18:13:32,2,5,23,2.5,17919
479,2023-01-01,18:13:41,2,8,57,3.1,12530
480,2023-01-01,18:14:28,2,8,26,3.0,1815
481,2023-01-01,18:17:09,2,8,36,3.75,9583
482,2023-01-01,18:18:10,1,3,59,4.5,9903
483,2023-01-01,18:19:45,1,5,52,2.5,4686
484,2023-01-01,18:19:45,1,5,76,3.5,2864
485,2023-01-01,18:21:22,1,3,46,2.5,1477
486,2023-01-01,18:22:12,2,3,61,4.75,9644
487,2023-01-01,18:22:48,2,5,37,3.0,9785
488,2023-01-01,18:22:53,1,3,32,3.0,16040
489,2023-01-01,18:22:53,1,3,79,3.75,530
490,2023-01-01,18:23:34,2,5,53,3.0,12714
491,2023-01-01,18:25:51,1,3,61,4.75,3099
492,2023-01-01,18:25:57,1,8,43,3.0,2819
493,2023-01-01,18:27:08,2,5,54,2.5,11590
494,2023-01-01,18:29:34,2,8,44,2.5,15110
495,2023-01-01,18:30:05,2,3,55,4.0,6087
496,2023-01-01,18:34:56,2,3,60,3.75,13833
497,2023-01-01,18:39:29,1,3,22,2.0,1590
