transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id,unit_price
153,2023-01-01,11:57:17,2,3,37,3.0
154,2023-01-01,11:57:59,1,3,50,2.5
155,2023-01-01,11:57:59,1,3,79,3.75
156,2023-01-01,11:58:15,2,3,60,3.75
157,2023-01-01,12:00:20,1,5,29,2.5
158,2023-01-01,12:01:00,2,3,49,3.0
159,2023-01-01,12:01:20,2,3,35,3.1
160,2023-01-01,12:01:20,1,3,75,3.5
161,2023-01-01,12:03:09,1,8,36,3.75
162,2023-01-01,12:03:38,1,8,47,3.0
163,2023-01-01,12:03:43,1,3,44,2.5
164,2023-01-01,12:04:22,2,8,27,3.5
165,2023-01-01,12:05:31,2,3,52,2.5
166,2023-01-01,12:06:29,1,5,46,2.5
167,2023-01-01,12:07:42,1,8,24,3.0
168,2023-01-01,12:08:21,1,5,43,3.0
169,2023-01-01,12:08:36,1,8,35,3.1
170,2023-01-01,12:09:11,2,3,28,2.0
171,2023-01-01,12:09:12,2,8,50,2.5
172,2023-01-01,12:13:07,2,5,38,3.75
173,2023-01-01,12:14:26,2,8,35,3.1
174,2023-01-01,12:17:38,2,8,50,2.5
175,2023-01-01,12:18:07,2,5,25,2.2
176,2023-01-01,12:18:44,2,3,49,3.0
177,2023-01-01,12:20:16,2,3,60,3.75
178,2023-01-01,12:23:39,1,3,24,3.0
179,2023-01-01,12:27:06,2,5,41,4.25
180,2023-01-01,12:30:46,2,3,44,2.5
181,2023-01-01,12:30:49,1,8,38,3.75
182,2023-01-01,12:33:20,2,3,54,2.5
183,2023-01-01,12:33:35,2,3,29,2.5
184,2023-01-01,12:35:53,2,5,31,2.2
185,2023-01-01,12:36:57,1,8,60,3.75
186,2023-01-01,12:38:28,2,8,49,3.0
187,2023-01-01,12:42:26,1,3,53,3.0
188,2023-01-01,12:44:01,1,8,60,3.75
189,2023-01-01,12:44:31,1,3,53,3.0
190,2023-01-01,12:44:32,1,3,52,2.5
191,2023-01-01,12:45:52,2,3,28,2.0
192,2023-01-01,12:46:22,1,3,56,2.55
193,2023-01-01,12:46:26,1,3,23,2.5
194,2023-01-01,12:46:55,1,3,33,3.5
195,2023-01-01,12:46:55,1,3,75,3.5
196,2023-01-01,12:48:08,2,3,38,3.75
197,2023-01-01,12:49:48,1,8,30,3.0
198,2023-01-01,12:50:15,1,3,59,4.5
199,2023-01-01,12:50:28,2,3,32,3.0
200,2023-01-01,12:51:21,1,8,53,3.0
201,2023-01-01,12:51:57,1,5,61,4.75
202,2023-01-01,12:51:57,1,5,72,3.25
203,2023-01-01,12:52:18,1,5,56,2.55
204,2023-01-01,12:52:18,1,5,75,3.5
205,2023-01-01,12:53:11,2,8,29,2.5
206,2023-01-01,12:53:59,1,8,37,3.0
207,2023-01-01,12:55:25,1,3,49,3.0
208,2023-01-01,12:55:27,1,5,57,3.1
209,2023-01-01,12:55:27,1,5,75,3.5
210,2023-01-01,12:55:36,1,8,45,3.0
211,2023-01-01,12:55:53,2,8,26,3.0
212,2023-01-01,12:56:33,1,3,61,4.75
213,2023-01-01,12:56:59,1,3,47,3.0
214,2023-01-01,12:58:54,2,3,44,2.5
215,2023-01-01,12:59:06,1,8,36,3.75
216,2023-01-01,13:00:38,2,5,30,3.0
217,2023-01-01,13:01:33,2,5,25,2.2
218,2023-01-01,13:02:40,1,8,49,3.0
219,2023-01-01,13:02:40,1,8,78,4.5
220,2023-01-01,13:02:52,1,8,26,3.0
221,2023-01-01,13:03:13,2,3,43,3.0
222,2023-01-01,13:04:01,2,8,25,2.2
223,2023-01-01,13:04:01,1,8,72,3.25
224,2023-01-01,13:04:22,2,8,42,2.5
225,2023-01-01,13:04:37,2,8,54,2.5
226,2023-01-01,13:04:51,1,3,22,2.0
227,2023-01-01,13:05:56,1,3,58,3.5
228,2023-01-01,13:07:37,2,5,24,3.0
229,2023-01-01,13:09:03,1,3,35,3.1
230,2023-01-01,13:12:03,2,5,30,3.0
231,2023-01-01,13:13:09,1,5,60,3.75
232,2023-01-01,13:17:30,1,8,56,2.55
233,2023-01-01,13:17:32,2,3,55,4.0
234,2023-01-01,13:18:34,2,8,49,3.0
235,2023-01-01,13:19:09,1,8,55,4.0
236,2023-01-01,13:19:09,1,8,75,3.5
237,2023-01-01,13:19:36,1,3,23,2.5
238,2023-01-01,13:19:56,2,8,31,2.2
239,2023-01-01,13:20:51,2,3,35,3.1
240,2023-01-01,13:21:23,2,3,38,3.75
241,2023-01-01,13:22:11,1,5,23,2.5
242,2023-01-01,13:22:45,2,3,46,2.5
243,2023-01-01,13:23:54,2,3,58,3.5
244,2023-01-01,13:24:29,2,5,60,3.75
245,2023-01-01,13:30:49,2,5,31,2.2
246,2023-01-01,13:32:07,2,5,25,2.2
247,2023-01-01,13:32:34,1,5,87,3.0
248,2023-01-01,13:34:12,2,3,28,2.0
249,2023-01-01,13:38:09,1,8,27,3.5
250,2023-01-01,13:38:11,2,8,40,3.75
251,2023-01-01,13:39:41,1,5,51,3.0
252,2023-01-01,13:40:47,2,3,54,2.5
253,2023-01-01,13:41:09,2,3,42,2.5
254,2023-01-01,13:42:10,1,3,43,3.0
255,2023-01-01,13:42:49,1,5,36,3.75
256,2023-01-01,13:42:58,1,5,52,2.5
257,2023-01-01,13:42:58,1,5,72,3.25
258,2023-01-01,13:43:18,2,3,54,2.5
259,2023-01-01,13:43:18,1,3,69,3.25
260,2023-01-01,13:43:41,2,5,25,2.2
261,2023-01-01,13:44:26,1,3,57,3.1
262,2023-01-01,13:47:51,1,8,40,3.75
263,2023-01-01,13:49:03,2,8,22,2.0
264,2023-01-01,13:50:09,1,5,53,3.0
265,2023-01-01,13:50:47,2,8,54,2.5
266,2023-01-01,13:51:56,2,8,32,3.0
267,2023-01-01,13:53:04,2,3,38,3.75
268,2023-01-01,13:53:31,1,8,33,3.5
269,2023-01-01,13:54:18,2,8,22,2.0
270,2023-01-01,13:55:04,1,5,42,2.5
271,2023-01-01,13:55:50,2,8,45,3.0
272,2023-01-01,13:56:15,2,8,48,2.5
273,2023-01-01,13:56:24,1,8,53,3.0
274,2023-01-01,13:57:34,2,5,27,3.5
275,2023-01-01,13:57:34,1,5,71,3.75
276,2023-01-01,13:58:10,2,3,46,2.5
277,2023-01-01,13:58:11,1,5,34,2.45
278,2023-01-01,13:59:58,2,5,39,4.25
279,2023-01-01,14:03:34,2,5,25,2.2
280,2023-01-01,14:03:34,1,5,69,3.25
281,2023-01-01,14:03:41,1,3,32,3.0
282,2023-01-01,14:07:12,2,3,41,4.25
283,2023-01-01,14:07:56,1,3,23,2.5
284,2023-01-01,14:08:03,1,8,24,3.0
285,2023-01-01,14:08:03,1,8,71,3.75
286,2023-01-01,14:11:14,2,8,60,3.75
287,2023-01-01,14:13:28,2,5,57,3.1
288,2023-01-01,14:19:57,2,5,23,2.5
289,2023-01-01,14:20:06,2,3,35,3.1
290,2023-01-01,14:20:08,2,3,42,2.5
291,2023-01-01,14:22:01,2,8,49,3.0
292,2023-01-01,14:22:38,2,5,39,4.25
293,2023-01-01,14:23:28,1,8,55,4.0
294,2023-01-01,14:23:28,1,8,71,3.75
295,2023-01-01,14:24:55,2,3,41,4.25
296,2023-01-01,14:24:55,1,3,79,3.75
297,2023-01-01,14:25:32,2,3,58,3.5
298,2023-01-01,14:25:39,2,5,24,3.0
299,2023-01-01,14:26:36,1,8,61,4.75
300,2023-01-01,14:29:05,2,5,45,3.0
301,2023-01-01,14:29:50,2,5,49,3.0
302,2023-01-01,14:29:50,1,5,78,4.5
303,2023-01-01,14:30:51,1,8,48,2.5
304,2023-01-01,14:30:58,1,5,57,3.1
305,2023-01-01,14:31:26,1,5,42,2.5
306,2023-01-01,14:32:20,2,8,30,3.0
307,2023-01-01,14:32:42,2,5,41,4.25
308,2023-01-01,14:32:54,2,8,39,4.25
309,2023-01-01,14:35:47,1,3,55,4.0
310,2023-01-01,14:36:23,2,3,30,3.0
311,2023-01-01,14:36:35,1,5,57,3.1
312,2023-01-01,14:37:48,1,5,44,2.5
313,2023-01-01,14:39:06,1,5,87,3.0
314,2023-01-01,14:39:48,2,8,34,2.45
315,2023-01-01,14:42:39,2,5,61,4.75
316,2023-01-01,14:43:13,2,3,50,2.5
317,2023-01-01,14:45:31,1,3,47,3.0
318,2023-01-01,14:46:09,1,8,48,2.5
319,2023-01-01,14:47:29,1,8,24,3.0
320,2023-01-01,14:47:29,1,8,75,3.5
321,2023-01-01,14:49:49,2,8,51,3.0
322,2023-01-01,14:51:19,2,5,43,3.0
323,2023-01-01,14:55:34,2,3,34,2.45
324,2023-01-01,14:58:07,2,8,30,3.0
325,2023-01-01,14:58:35,1,3,43,3.0
326,2023-01-01,15:02:04,2,3,39,4.25
327,2023-01-01,15:02:28,1,8,38,3.75
328,2023-01-01,15:06:27,2,5,25,2.2
329,2023-01-01,15:08:28,2,3,43,3.0
330,2023-01-01,15:09:37,1,3,22,2.0
331,2023-01-01,15:09:54,1,8,61,4.75
332,2023-01-01,15:10:10,1,5,40,3.75
333,2023-01-01,15:10:10,1,5,75,3.5
334,2023-01-01,15:12:22,1,3,24,3.0
335,2023-01-01,15:12:54,2,3,52,2.5
336,2023-01-01,15:14:19,2,3,26,3.0
337,2023-01-01,15:16:37,2,5,38,3.75
338,2023-01-01,15:18:56,1,3,61,4.75
339,2023-01-01,15:19:34,1,3,29,2.5
340,2023-01-01,15:21:05,2,8,30,3.0
341,2023-01-01,15:22:11,2,3,39,4.25
342,2023-01-01,15:24:01,1,8,26,3.0
343,2023-01-01,15:25:09,2,5,50,2.5
344,2023-01-01,15:27:11,2,3,58,3.5
345,2023-01-01,15:28:29,1,3,58,3.5
346,2023-01-01,15:28:54,1,5,43,3.0
347,2023-01-01,15:29:24,1,3,57,3.1
348,2023-01-01,15:29:24,1,3,70,3.25
349,2023-01-01,15:30:16,1,3,43,3.0
350,2023-01-01,15:30:27,2,3,31,2.2
351,2023-01-01,15:30:58,1,5,34,2.45
352,2023-01-01,15:30:58,2,8,29,2.5
353,2023-01-01,15:33:36,2,5,28,2.0
354,2023-01-01,15:33:36,1,5,74,3.5
355,2023-01-01,15:34:10,2,3,41,4.25
356,2023-01-01,15:34:10,1,3,76,3.5
357,2023-01-01,15:36:59,2,5,37,3.0
358,2023-01-01,15:39:44,1,8,44,2.5
359,2023-01-01,15:42:20,1,3,36,3.75
360,2023-01-01,15:45:16,2,3,46,2.5
361,2023-01-01,15:46:34,2,5,40,3.75
362,2023-01-01,15:51:15,2,8,35,3.1
363,2023-01-01,15:52:23,2,5,39,4.25
364,2023-01-01,15:52:23,1,5,69,3.25
365,2023-01-01,15:53:55,2,5,33,3.5
366,2023-01-01,15:55:45,1,8,24,3.0
367,2023-01-01,15:55:50,2,3,31,2.2
368,2023-01-01,15:58:55,1,8,48,2.5
369,2023-01-01,16:00:23,1,8,38,3.75
370,2023-01-01,16:02:07,1,8,41,4.25
371,2023-01-01,16:03:30,2,3,34,2.45
372,2023-01-01,16:03:54,1,8,46,2.5
373,2023-01-01,16:04:10,2,3,42,2.5
374,2023-01-01,16:06:04,2,3,23,2.5
375,2023-01-01,16:07:20,2,3,23,2.5
376,2023-01-01,16:08:59,2,3,42,2.5
377,2023-01-01,16:10:37,2,3,42,2.5
378,2023-01-01,16:12:00,1,8,87,3.0
379,2023-01-01,16:17:06,2,3,34,2.45
380,2023-01-01,16:17:52,2,3,29,2.5
381,2023-01-01,16:19:00,2,8,29,2.5
382,2023-01-01,16:19:17,1,3,56,2.55
383,2023-01-01,16:19:26,2,5,40,3.75
384,2023-01-01,16:20:07,2,3,36,3.75
385,2023-01-01,16:22:07,1,5,22,2.0
386,2023-01-01,16:22:38,1,3,22,2.0
387,2023-01-01,16:25:28,1,3,44,2.5
388,2023-01-01,16:27:42,1,5,56,2.55
389,2023-01-01,16:28:00,2,8,53,3.0
390,2023-01-01,16:28:57,1,5,42,2.5
391,2023-01-01,16:29:36,2,3,27,3.5
392,2023-01-01,16:30:12,1,3,40,3.75
393,2023-01-01,16:33:35,1,3,35,3.1
394,2023-01-01,16:35:11,1,5,28,2.0
395,2023-01-01,16:39:24,1,3,36,3.75
396,2023-01-01,16:39:27,1,8,58,3.5
397,2023-01-01,16:40:18,1,3,33,3.5
398,2023-01-01,16:40:19,1,5,46,2.5
399,2023-01-01,16:41:51,1,5,23,2.5
400,2023-01-01,16:43:33,2,8,50,2.5
401,2023-01-01,16:44:46,2,3,54,2.5
402,2023-01-01,16:47:05,1,5,44,2.5
403,2023-01-01,16:47:05,1,5,72,3.25
404,2023-01-01,16:48:31,2,5,44,2.5
405,2023-01-01,16:49:19,1,5,53,3.0
406,2023-01-01,16:49:19,1,5,71,3.75
407,2023-01-01,16:49:38,1,3,52,2.5
408,2023-01-01,16:52:13,2,8,42,2.5
409,2023-01-01,16:52:51,1,5,50,2.5
410,2023-01-01,16:56:48,1,3,28,2.0
411,2023-01-01,16:58:42,1,3,58,3.5
412,2023-01-01,16:58:42,1,3,69,3.25
413,2023-01-01,17:01:03,2,5,36,3.75
414,2023-01-01,17:01:31,2,8,50,2.5
415,2023-01-01,17:03:21,1,3,50,2.5
416,2023-01-01,17:05:44,2,3,36,3.75
417,2023-01-01,17:09:18,2,8,47,3.0
418,2023-01-01,17:10:34,1,3,27,3.5
419,2023-01-01,17:10:35,1,3,59,4.5
420,2023-01-01,17:11:58,2,8,36,3.75
421,2023-01-01,17:13:17,2,5,31,2.2
422,2023-01-01,17:16:17,1,8,35,3.1
423,2023-01-01,17:17:19,2,8,55,4.0
424,2023-01-01,17:17:22,1,8,31,2.2
425,2023-01-01,17:18:36,1,3,29,2.5
426,2023-01-01,17:19:08,2,5,34,2.45
427,2023-01-01,17:19:08,1,5,75,3.5
428,2023-01-01,17:19:11,2,8,39,4.25
429,2023-01-01,17:19:28,2,8,28,2.0
430,2023-01-01,17:19:49,2,8,87,3.0
431,2023-01-01,17:19:49,1,8,78,4.5
432,2023-01-01,17:20:02,2,8,46,2.5
433,2023-01-01,17:20:02,1,8,77,3.0
434,2023-01-01,17:22:36,1,3,36,3.75
435,2023-01-01,17:23:03,1,5,48,2.5
436,2023-01-01,17:23:04,1,3,41,4.25
437,2023-01-01,17:25:45,2,3,58,3.5
438,2023-01-01,17:26:15,1,8,35,3.1
439,2023-01-01,17:26:15,1,8,76,3.5
440,2023-01-01,17:28:42,1,5,37,3.0
441,2023-01-01,17:28:42,1,5,70,3.25
442,2023-01-01,17:29:25,1,3,46,2.5
443,2023-01-01,17:29:25,1,3,75,3.5
444,2023-01-01,17:34:47,2,8,54,2.5
445,2023-01-01,17:35:26,1,3,47,3.0
446,2023-01-01,17:35:26,1,3,69,3.25
447,2023-01-01,17:37:26,1,8,42,2.5
448,2023-01-01,17:40:50,1,3,55,4.0
449,2023-01-01,17:41:55,2,3,55,4.0
450,2023-01-01,17:41:55,1,3,71,3.75
451,2023-01-01,17:43:49,2,8,52,2.5
452,2023-01-01,17:44:28,2,3,27,3.5
453,2023-01-01,17:44:28,1,3,74,3.5
454,2023-01-01,17:44:48,1,8,34,2.45
455,2023-01-01,17:45:21,1,8,27,3.5
456,2023-01-01,17:46:21,2,8,36,3.75
457,2023-01-01,17:46:21,1,8,76,3.5
458,2023-01-01,17:49:04,2,8,60,3.75
459,2023-01-01,17:50:19,1,5,45,3.0
460,2023-01-01,17:50:30,2,8,38,3.75
461,2023-01-01,17:51:06,2,3,60,3.75
462,2023-01-01,17:54:11,2,3,56,2.55
463,2023-01-01,17:56:46,1,8,30,3.0
464,2023-01-01,17:58:01,1,5,39,4.25
465,2023-01-01,17:59:44,2,8,53,3.0
466,2023-01-01,17:59:44,1,8,76,3.5
467,2023-01-01,18:01:08,2,8,45,3.0
468,2023-01-01,18:02:00,1,3,52,2.5
469,2023-01-01,18:02:21,2,5,49,3.0
470,2023-01-01,18:03:13,1,3,28,2.0
471,2023-01-01,18:03:13,1,3,78,4.5
472,2023-01-01,18:04:34,1,3,28,2.0
473,2023-01-01,18:06:52,2,3,30,3.0
474,2023-01-01,18:06:52,1,3,79,3.75
475,2023-01-01,18:07:13,1,8,23,2.5
476,2023-01-01,18:08:53,2,3,34,2.45
477,2023-01-01,18:12:37,2,3,25,2.2
478,2023-01-01,18:13:32,2,5,23,2.5
479,2023-01-01,18:13:41,2,8,57,3.1
480,2023-01-01,18:14:28,2,8,26,3.0
481,2023-01-01,18:17:09,2,8,36,3.75
482,2023-01-01,18:18:10,1,3,59,4.5
483,2023-01-01,18:19:45,1,5,52,2.5
484,2023-01-01,18:19:45,1,5,76,3.5
485,2023-01-01,18:21:22,1,3,46,2.5
486,2023-01-01,18:22:12,2,3,61,4.75
487,2023-01-01,18:22:48,2,5,37,3.0
488,2023-01-01,18:22:53,1,3,32,3.0
489,2023-01-01,18:22:53,1,3,79,3.75
490,2023-01-01,18:23:34,2,5,53,3.0
491,2023-01-01,18:25:51,1,3,61,4.75
492,2023-01-01,18:25:57,1,8,43,3.0
493,2023-01-01,18:27:08,2,5,54,2.5
494,2023-01-01,18:29:34,2,8,44,2.5
495,2023-01-01,18:30:05,2,3,55,4.0
496,2023-01-01,18:34:56,2,3,60,3.75
497,2023-01-01,18:39:29,1,3,22,2.0
498,2023-01-01,18:40:29,2,8,53,3.0
499,2023-01-01,18:41:13,1,3,24,3.0
500,2023-01-01,18:41:28,2,8,49,3.0
501,2023-01-01,18:42:04,2,3,60,3.75
502,2023-01-01,18:42:16,1,8,54,2.5
503,2023-01-01,18:43:19,1,3,57,3.1
504,2023-01-01,18:43:42,1,3,25,2.2
505,2023-01-01,18:45:11,2,3,38,3.75
506,2023-01-01,18:49:48,1,3,27,3.5
507,2023-01-01,18:51:23,2,3,24,3.0
508,2023-01-01,18:51:41,1,3,28,2.0
509,2023-01-01,18:52:18,2,8,22,2.0
510,2023-01-01,18:52:57,2,3,59,4.5
511,2023-01-01,18:55:19,2,3,56,2.55
512,2023-01-01,18:56:24,2,8,53,3.0
513,2023-01-01,18:56:35,2,8,39,4.25
514,2023-01-01,18:56:35,1,8,73,3.75
515,2023-01-01,19:00:27,1,3,43,3.0
516,2023-01-01,19:02:52,2,8,37,3.0
517,2023-01-01,19:06:58,1,8,38,3.75
518,2023-01-01,19:07:26,2,8,24,3.0
519,2023-01-01,19:07:40,1,3,55,4.0
520,2023-01-01,19:08:11,2,8,27,3.5
521,2023-01-01,19:08:56,1,3,60,3.75
522,2023-01-01,19:09:54,1,8,41,4.25
523,2023-01-01,19:10:16,2,3,27,3.5
524,2023-01-01,19:10:53,2,8,55,4.0
525,2023-01-01,19:12:49,2,3,40,3.75
526,2023-01-01,19:14:09,2,3,32,3.0
527,2023-01-01,19:15:15,1,3,55,4.0
528,2023-01-01,19:21:35,1,8,49,3.0
529,2023-01-01,19:22:39,1,8,40,3.75
530,2023-01-01,19:24:18,1,8,46,2.5
531,2023-01-01,19:24:18,1,8,77,3.0
532,2023-01-01,19:29:01,2,3,44,2.5
533,2023-01-01,19:29:07,1,3,38,3.75
534,2023-01-01,19:30:55,2,3,51,3.0
535,2023-01-01,19:34:03,1,8,43,3.0
536,2023-01-01,19:34:39,2,8,61,4.75
537,2023-01-01,19:34:48,1,3,40,3.75
538,2023-01-01,19:35:55,2,8,27,3.5
539,2023-01-01,19:37:51,1,3,60,3.75
540,2023-01-01,19:38:46,2,3,55,4.0
541,2023-01-01,19:39:00,2,3,47,3.0
542,2023-01-01,19:39:32,1,3,37,3.0
543,2023-01-01,19:43:29,1,3,54,2.5
544,2023-01-01,19:44:41,1,8,61,4.75
545,2023-01-01,19:45:28,1,8,26,3.0
546,2023-01-01,19:49:37,1,3,36,3.75
547,2023-01-01,19:52:47,1,8,32,3.0
548,2023-01-01,19:57:56,1,3,35,3.1
549,2023-01-01,19:58:29,1,3,55,4.0
550,2023-01-01,19:58:52,1,3,39,4.25
551,2023-01-02,07:01:59,1,5,87,3.0
552,2023-01-02,07:12:05,1,5,51,3.0
553,2023-01-02,07:16:35,2,5,28,2.0
554,2023-01-02,07:16:46,1,5,57,3.1
555,2023-01-02,07:16:46,1,5,70,3.25
556,2023-01-02,07:22:08,2,5,61,4.75
