inventory_date,store_id,product_id,opening_stock,received_stock,sold_quantity,closing_stock,stockout_flag
2023-01-01,8,25,111,0,2,109,False
2023-01-01,8,26,88,44,7,125,False
2023-01-01,8,27,65,49,8,106,False
2023-01-01,8,28,95,0,2,93,False
2023-01-01,8,29,81,0,6,75,False
2023-01-01,8,30,72,0,8,64,False
2023-01-01,8,31,64,0,4,60,False
2023-01-01,8,32,38,0,6,32,False
2023-01-01,8,33,31,18,5,44,False
2023-01-01,8,34,92,0,3,89,False
2023-01-01,8,35,103,0,10,93,False
2023-01-01,8,36,39,0,12,27,False
2023-01-01,8,37,102,0,3,99,False
2023-01-01,8,38,109,0,7,102,False
2023-01-01,8,39,43,0,8,35,False
2023-01-01,8,40,72,0,13,59,False
2023-01-01,8,41,41,0,6,35,False
2023-01-01,8,42,94,11,6,99,False
2023-01-01,8,43,96,0,2,94,False
2023-01-01,8,44,62,0,5,57,False
2023-01-01,8,45,38,0,9,29,False
2023-01-01,8,46,125,0,5,120,False
2023-01-01,8,47,59,0,6,53,False
2023-01-01,8,48,108,0,5,103,False
2023-01-01,8,49,90,0,10,80,False
2023-01-01,8,50,96,0,10,86,False
2023-01-01,8,51,104,0,6,98,False
2023-01-01,8,52,43,0,2,41,False
2023-01-01,8,53,77,0,11,66,False
2023-01-01,8,54,66,0,13,53,False
2023-01-01,8,55,75,39,6,108,False
2023-01-01,8,56,38,0,4,34,False
2023-01-01,8,57,88,0,2,86,False
2023-01-01,8,58,45,0,1,44,False
2023-01-01,8,59,87,0,3,84,False
2023-01-01,8,60,74,0,7,67,False
2023-01-01,8,61,103,0,6,97,False
2023-01-01,8,63,103,0,0,103,False
2023-01-01,8,64,49,59,0,108,False
2023-01-01,8,65,123,0,0,123,False
2023-01-01,8,69,68,0,0,68,False
2023-01-01,8,70,50,0,0,50,False
2023-01-01,8,71,101,0,2,99,False
2023-01-01,8,72,65,0,3,62,False
2023-01-01,8,73,35,0,2,33,False
2023-01-01,8,74,60,0,1,59,False
2023-01-01,8,75,102,0,2,100,False
2023-01-01,8,76,55,0,3,52,False
2023-01-01,8,77,60,0,2,58,False
2023-01-01,8,78,38,0,3,35,False
2023-01-01,8,79,81,30,0,111,False
2023-01-01,8,81,77,0,0,77,False
2023-01-01,8,82,67,0,0,67,False
2023-01-01,8,83,59,0,0,59,False
2023-01-01,8,84,93,0,0,93,False
2023-01-01,8,87,96,0,3,93,False
2023-01-02,3,1,36,0,0,36,False
2023-01-02,3,2,84,0,0,84,False
2023-01-02,3,3,90,0,0,90,False
2023-01-02,3,4,82,0,0,82,False
2023-01-02,3,5,83,0,0,83,False
2023-01-02,3,6,94,0,0,94,False
2023-01-02,3,7,33,0,0,33,False
2023-01-02,3,8,76,53,0,129,False
2023-01-02,3,9,40,0,0,40,False
2023-01-02,3,10,43,48,0,91,False
2023-01-02,3,11,78,0,0,78,False
2023-01-02,3,12,109,0,0,109,False
2023-01-02,3,13,87,0,0,87,False
2023-01-02,3,14,104,0,0,104,False
2023-01-02,3,15,90,0,0,90,False
2023-01-02,3,16,106,0,0,106,False
2023-01-02,3,17,89,0,0,89,False
2023-01-02,3,18,39,0,0,39,False
2023-01-02,3,19,93,0,0,93,False
2023-01-02,3,20,84,0,0,84,False
2023-01-02,3,21,79,0,0,79,False
2023-01-02,3,22,57,0,10,47,False
2023-01-02,3,23,52,28,10,70,False
2023-01-02,3,24,109,23,15,117,False
2023-01-02,3,25,109,0,7,102,False
2023-01-02,3,26,78,0,11,67,False
2023-01-02,3,27,81,0,11,70,False
2023-01-02,3,28,113,0,4,109,False
2023-01-02,3,29,68,0,6,62,False
2023-01-02,3,30,59,0,7,52,False
2023-01-02,3,31,71,0,5,66,False
2023-01-02,3,32,39,0,6,33,False
2023-01-02,3,33,35,31,2,64,False
2023-01-02,3,34,77,0,4,73,False
2023-01-02,3,35,120,0,2,118,False
2023-01-02,3,36,54,0,10,44,False
2023-01-02,3,37,92,0,7,85,False
2023-01-02,3,38,112,11,6,117,False
2023-01-02,3,39,44,0,10,34,False
2023-01-02,3,40,92,46,7,131,False
2023-01-02,3,41,58,0,1,57,False
2023-01-02,3,42,106,0,4,102,False
2023-01-02,3,43,82,0,7,75,False
2023-01-02,3,44,74,0,4,70,False
2023-01-02,3,45,28,31,4,55,False
2023-01-02,3,46,112,0,10,102,False
2023-01-02,3,47,69,0,6,63,False
2023-01-02,3,48,100,0,4,96,False
2023-01-02,3,49,74,0,8,66,False
2023-01-02,3,50,105,48,5,148,False
2023-01-02,3,51,90,30,9,111,False
2023-01-02,3,52,54,0,13,41,False
2023-01-02,3,53,61,0,12,49,False
2023-01-02,3,54,68,0,8,60,False
2023-01-02,3,55,85,37,4,118,False
2023-01-02,3,56,25,0,3,22,False
2023-01-02,3,57,85,45,2,128,False
2023-01-02,3,58,54,42,6,90,False
2023-01-02,3,59,90,0,3,87,False
2023-01-02,3,60,81,0,8,73,False
2023-01-02,3,61,93,0,4,89,False
2023-01-02,3,63,107,0,0,107,False
2023-01-02,3,64,77,0,0,77,False
2023-01-02,3,65,104,0,0,104,False
2023-01-02,3,69,52,0,1,51,False
2023-01-02,3,70,49,0,3,46,False
2023-01-02,3,71,94,10,2,102,False
2023-01-02,3,72,73,46,5,114,False
2023-01-02,3,73,52,0,4,48,False
2023-01-02,3,74,61,0,3,58,False
2023-01-02,3,75,105,0,4,101,False
2023-01-02,3,76,40,0,3,37,False
2023-01-02,3,77,68,0,4,64,False
2023-01-02,3,78,47,0,3,44,False
2023-01-02,3,79,95,0,4,91,False
2023-01-02,3,81,84,0,0,84,False
2023-01-02,3,82,47,37,0,84,False
2023-01-02,3,83,43,0,0,43,False
2023-01-02,3,84,73,39,0,112,False
2023-01-02,3,87,82,54,0,136,False
2023-01-02,5,1,56,0,0,56,False
2023-01-02,5,2,104,0,0,104,False
2023-01-02,5,3,81,25,0,106,False
2023-01-02,5,4,84,0,0,84,False
2023-01-02,5,5,68,0,0,68,False
2023-01-02,5,6,103,0,0,103,False
2023-01-02,5,7,39,0,0,39,False
2023-01-02,5,8,79,0,0,79,False
2023-01-02,5,9,64,0,0,64,False
2023-01-02,5,10,27,46,0,73,False
2023-01-02,5,11,67,0,0,67,False
2023-01-02,5,12,104,23,0,127,False
2023-01-02,5,13,86,28,0,114,False
2023-01-02,5,14,83,0,0,83,False
2023-01-02,5,15,77,0,0,77,False
2023-01-02,5,16,102,0,0,102,False
2023-01-02,5,17,90,0,0,90,False
2023-01-02,5,18,33,21,0,54,False
2023-01-02,5,19,95,32,0,127,False
2023-01-02,5,20,71,0,0,71,False
2023-01-02,5,21,87,17,0,104,False
2023-01-02,5,22,69,0,5,64,False
2023-01-02,5,23,56,27,5,78,False
2023-01-02,5,24,111,0,2,109,False
2023-01-02,5,25,94,0,8,86,False
2023-01-02,5,26,76,46,6,116,False
2023-01-02,5,27,77,0,9,68,False
2023-01-02,5,28,109,0,7,102,False
2023-01-02,5,29,63,0,6,57,False
2023-01-02,5,30,76,0,2,74,False
2023-01-02,5,31,58,0,7,51,False
2023-01-02,5,32,60,0,8,52,False
2023-01-02,5,33,51,0,5,46,False
2023-01-02,5,34,67,0,9,58,False
2023-01-02,5,35,104,0,0,104,False
2023-01-02,5,36,28,0,0,28,False
2023-01-02,5,37,105,0,6,99,False
2023-01-02,5,38,113,45,2,156,False
2023-01-02,5,39,44,52,3,93,False
2023-01-02,5,40,81,0,1,80,False
2023-01-02,5,41,62,0,2,60,False
2023-01-02,5,42,89,38,6,121,False
2023-01-02,5,43,79,21,2,98,False
2023-01-02,5,44,62,0,6,56,False
2023-01-02,5,45,40,0,0,40,False
2023-01-02,5,46,116,0,3,113,False
2023-01-02,5,47,64,0,7,57,False
2023-01-02,5,48,119,0,11,108,False
2023-01-02,5,49,89,0,0,89,False
2023-01-02,5,50,90,0,3,87,False
2023-01-02,5,51,108,59,6,161,False
2023-01-02,5,52,62,0,8,54,False
2023-01-02,5,53,63,0,2,61,False
2023-01-02,5,54,57,0,3,54,False
2023-01-02,5,55,76,0,5,71,False
2023-01-02,5,56,39,0,5,34,False
2023-01-02,5,57,67,43,5,105,False
2023-01-02,5,58,51,0,4,47,False
2023-01-02,5,59,104,0,1,103,False
2023-01-02,5,60,77,0,6,71,False
2023-01-02,5,61,114,0,5,109,False
2023-01-02,5,63,83,20,0,103,False
2023-01-02,5,64,71,31,0,102,False
2023-01-02,5,65,109,0,0,109,False
2023-01-02,5,69,52,39,2,89,False
2023-01-02,5,70,74,0,3,71,False
2023-01-02,5,71,96,16,1,111,False
2023-01-02,5,72,66,0,0,66,False
2023-01-02,5,73,31,0,2,29,False
2023-01-02,5,74,84,0,3,81,False
2023-01-02,5,75,105,10,5,110,False
2023-01-02,5,76,59,29,1,87,False
2023-01-02,5,77,69,0,3,66,False
2023-01-02,5,78,44,40,4,80,False
2023-01-02,5,79,93,0,4,89,False
2023-01-02,5,81,81,0,0,81,False
2023-01-02,5,82,71,0,0,71,False
2023-01-02,5,83,38,0,0,38,False
2023-01-02,5,84,84,0,0,84,False
2023-01-02,5,87,76,0,8,68,False
2023-01-02,8,1,35,0,0,35,False
2023-01-02,8,2,105,0,0,105,False
2023-01-02,8,3,79,0,0,79,False
2023-01-02,8,4,78,0,0,78,False
2023-01-02,8,5,67,0,0,67,False
2023-01-02,8,6,94,0,0,94,False
2023-01-02,8,7,36,0,0,36,False
2023-01-02,8,8,90,53,0,143,False
2023-01-02,8,9,58,18,0,76,False
2023-01-02,8,10,45,0,0,45,False
2023-01-02,8,11,89,59,0,148,False
2023-01-02,8,12,124,0,0,124,False
2023-01-02,8,13,100,44,0,144,False
2023-01-02,8,14,98,0,0,98,False
2023-01-02,8,15,85,0,0,85,False
2023-01-02,8,16,94,0,0,94,False
2023-01-02,8,17,64,32,0,96,False
2023-01-02,8,18,41,0,0,41,False
2023-01-02,8,19,114,0,0,114,False
2023-01-02,8,20,68,0,0,68,False
2023-01-02,8,21,63,31,0,94,False
2023-01-02,8,22,68,0,5,63,False
2023-01-02,8,23,62,0,9,53,False
2023-01-02,8,24,120,0,1,119,False
2023-01-02,8,25,90,41,7,124,False
2023-01-02,8,26,84,0,10,74,False
2023-01-02,8,27,67,0,2,65,False
2023-01-02,8,28,92,0,12,80,False
2023-01-02,8,29,71,0,3,68,False
2023-01-02,8,30,62,0,9,53,False
2023-01-02,8,31,85,0,6,79,False
2023-01-02,8,32,60,0,10,50,False
2023-01-02,8,33,52,0,10,42,False
2023-01-02,8,34,88,0,6,82,False
2023-01-02,8,35,119,0,5,114,False
2023-01-02,8,36,28,21,8,41,False
2023-01-02,8,37,114,0,3,111,False
2023-01-02,8,38,87,0,4,83,False
2023-01-02,8,39,56,0,3,53,False
2023-01-02,8,40,87,24,5,106,False
2023-01-02,8,41,43,37,8,72,False
2023-01-02,8,42,84,32,3,113,False
2023-01-02,8,43,81,0,6,75,False
2023-01-02,8,44,72,0,7,65,False
2023-01-02,8,45,34,0,8,26,False
2023-01-02,8,46,106,0,11,95,False
2023-01-02,8,47,82,0,8,74,False
2023-01-02,8,48,95,0,8,87,False
2023-01-02,8,49,101,0,5,96,False
2023-01-02,8,50,109,0,9,100,False
2023-01-02,8,51,97,0,3,94,False
2023-01-02,8,52,39,16,8,47,False
2023-01-02,8,53,53,0,4,49,False
2023-01-02,8,54,65,0,3,62,False
2023-01-02,8,55,76,0,6,70,False
2023-01-02,8,56,27,0,5,22,False
2023-01-02,8,57,76,0,5,71,False
2023-01-02,8,58,35,0,0,35,False
2023-01-02,8,59,95,0,7,88,False
2023-01-02,8,60,74,0,2,72,False
2023-01-02,8,61,114,0,7,107,False
2023-01-02,8,63,80,0,0,80,False
2023-01-02,8,64,54,0,0,54,False
2023-01-02,8,65,102,0,0,102,False
2023-01-02,8,69,76,0,4,72,False
2023-01-02,8,70,47,0,3,44,False
2023-01-02,8,71,104,0,3,101,False
2023-01-02,8,72,66,0,3,63,False
2023-01-02,8,73,41,0,1,40,False
2023-01-02,8,74,77,25,2,100,False
2023-01-02,8,75,107,0,1,106,False
2023-01-02,8,76,46,0,2,44,False
2023-01-02,8,77,81,53,0,134,False
2023-01-02,8,78,39,0,2,37,False
2023-01-02,8,79,103,0,2,101,False
2023-01-02,8,81,73,0,0,73,False
2023-01-02,8,82,68,0,0,68,False
2023-01-02,8,83,64,0,0,64,False
2023-01-02,8,84,88,0,0,88,False
2023-01-02,8,87,98,0,8,90,False
2023-01-03,3,1,43,0,0,43,False
2023-01-03,3,2,82,0,0,82,False
2023-01-03,3,3,86,0,0,86,False
2023-01-03,3,4,60,0,0,60,False
2023-01-03,3,5,80,18,0,98,False
2023-01-03,3,6,95,0,0,95,False
2023-01-03,3,7,32,0,0,32,False
2023-01-03,3,8,82,0,0,82,False
2023-01-03,3,9,55,55,0,110,False
2023-01-03,3,10,44,0,0,44,False
2023-01-03,3,11,90,0,0,90,False
2023-01-03,3,12,110,30,0,140,False
2023-01-03,3,13,86,0,0,86,False
2023-01-03,3,14,81,17,0,98,False
2023-01-03,3,15,77,0,0,77,False
2023-01-03,3,16,93,58,0,151,False
2023-01-03,3,17,88,0,0,88,False
2023-01-03,3,18,45,0,0,45,False
2023-01-03,3,19,113,0,0,113,False
2023-01-03,3,20,59,0,0,59,False
2023-01-03,3,21,62,0,0,62,False
2023-01-03,3,22,74,55,7,122,False
2023-01-03,3,23,37,0,6,31,False
2023-01-03,3,24,95,0,10,85,False
2023-01-03,3,25,94,0,9,85,False
2023-01-03,3,26,98,30,8,120,False
2023-01-03,3,27,72,0,14,58,False
2023-01-03,3,28,87,0,6,81,False
2023-01-03,3,29,88,0,5,83,False
2023-01-03,3,30,80,0,10,70,False
2023-01-03,3,31,80,0,3,77,False
2023-01-03,3,32,65,0,7,58,False
2023-01-03,3,33,34,0,1,33,False
2023-01-03,3,34,93,0,6,87,False
2023-01-03,3,35,100,0,5,95,False
2023-01-03,3,36,49,56,8,97,False
2023-01-03,3,37,105,0,9,96,False
2023-01-03,3,38,109,47,5,151,False
2023-01-03,3,39,60,0,9,51,False
2023-01-03,3,40,89,25,5,109,False
2023-01-03,3,41,51,0,7,44,False
2023-01-03,3,42,103,15,4,114,False
2023-01-03,3,43,98,0,6,92,False
2023-01-03,3,44,52,0,2,50,False
2023-01-03,3,45,49,0,2,47,False
2023-01-03,3,46,113,0,6,107,False
2023-01-03,3,47,64,0,7,57,False
2023-01-03,3,48,106,0,9,97,False
2023-01-03,3,49,103,0,9,94,False
2023-01-03,3,50,107,37,6,138,False
2023-01-03,3,51,105,0,8,97,False
2023-01-03,3,52,48,0,1,47,False
2023-01-03,3,53,72,0,5,67,False
2023-01-03,3,54,68,0,11,57,False
2023-01-03,3,55,79,0,8,71,False
2023-01-03,3,56,42,0,3,39,False
2023-01-03,3,57,70,46,10,106,False
2023-01-03,3,58,39,57,5,91,False
2023-01-03,3,59,80,0,13,67,False
2023-01-03,3,60,78,0,7,71,False
2023-01-03,3,61,106,54,3,157,False
2023-01-03,3,63,93,0,0,93,False
2023-01-03,3,64,53,0,0,53,False
2023-01-03,3,65,109,0,0,109,False
2023-01-03,3,69,70,0,3,67,False
2023-01-03,3,70,52,0,2,50,False
2023-01-03,3,71,102,0,2,100,False
2023-01-03,3,72,60,50,3,107,False
2023-01-03,3,73,41,50,0,91,False
2023-01-03,3,74,67,0,1,66,False
2023-01-03,3,75,105,0,2,103,False
2023-01-03,3,76,44,59,3,100,False
2023-01-03,3,77,70,0,2,68,False
2023-01-03,3,78,41,0,2,39,False
2023-01-03,3,79,79,0,2,77,False
2023-01-03,3,81,78,0,0,78,False
2023-01-03,3,82,53,52,0,105,False
2023-01-03,3,83,46,0,0,46,False
2023-01-03,3,84,88,0,0,88,False
2023-01-03,3,87,101,0,0,101,False
2023-01-03,5,1,47,42,0,89,False
2023-01-03,5,2,108,0,0,108,False
2023-01-03,5,3,97,0,0,97,False
2023-01-03,5,4,69,0,0,69,False
2023-01-03,5,5,77,0,0,77,False
2023-01-03,5,6,97,22,0,119,False
2023-01-03,5,7,39,39,0,78,False
2023-01-03,5,8,91,21,0,112,False
2023-01-03,5,9,64,0,0,64,False
2023-01-03,5,10,52,0,0,52,False
2023-01-03,5,11,76,0,0,76,False
2023-01-03,5,12,117,0,0,117,False
2023-01-03,5,13,84,0,0,84,False
2023-01-03,5,14,104,0,0,104,False
2023-01-03,5,15,93,0,0,93,False
2023-01-03,5,16,97,0,0,97,False
2023-01-03,5,17,83,0,0,83,False
2023-01-03,5,18,48,0,0,48,False
2023-01-03,5,19,89,0,0,89,False
2023-01-03,5,20,64,0,0,64,False
2023-01-03,5,21,65,0,0,65,False
2023-01-03,5,22,71,34,6,99,False
2023-01-03,5,23,35,0,2,33,False
2023-01-03,5,24,100,51,0,151,False
2023-01-03,5,25,99,0,6,93,False
2023-01-03,5,26,91,51,11,131,False
2023-01-03,5,27,67,0,5,62,False
2023-01-03,5,28,110,39,3,146,False
2023-01-03,5,29,90,21,8,103,False
2023-01-03,5,30,58,0,4,54,False
2023-01-03,5,31,84,0,6,78,False
2023-01-03,5,32,56,0,4,52,False
2023-01-03,5,33,46,0,5,41,False
2023-01-03,5,34,66,34,3,97,False
2023-01-03,5,35,109,50,7,152,False
2023-01-03,5,36,46,0,7,39,False
2023-01-03,5,37,105,0,6,99,False
2023-01-03,5,38,88,0,9,79,False
2023-01-03,5,39,57,0,7,50,False
2023-01-03,5,40,98,0,3,95,False
2023-01-03,5,41,54,0,2,52,False
2023-01-03,5,42,84,40,3,121,False
2023-01-03,5,43,104,0,9,95,False
2023-01-03,5,44,76,0,0,76,False
2023-01-03,5,45,30,0,8,22,False
2023-01-03,5,46,121,0,2,119,False
2023-01-03,5,47,67,0,6,61,False
2023-01-03,5,48,108,0,3,105,False
2023-01-03,5,49,87,0,5,82,False
2023-01-03,5,50,105,29,9,125,False
2023-01-03,5,51,109,0,9,100,False
2023-01-03,5,52,58,0,1,57,False
2023-01-03,5,53,76,0,0,76,False
2023-01-03,5,54,85,0,11,74,False
2023-01-03,5,55,61,0,2,59,False
2023-01-03,5,56,30,0,8,22,False
2023-01-03,5,57,84,0,4,80,False
2023-01-03,5,58,49,56,5,100,False
2023-01-03,5,59,80,0,9,71,False
2023-01-03,5,60,76,0,2,74,False
2023-01-03,5,61,108,0,4,104,False
2023-01-03,5,63,97,0,0,97,False
2023-01-03,5,64,54,0,0,54,False
2023-01-03,5,65,102,0,0,102,False
2023-01-03,5,69,55,39,0,94,False
2023-01-03,5,70,62,0,2,60,False
2023-01-03,5,71,92,0,3,89,False
2023-01-03,5,72,66,0,4,62,False
2023-01-03,5,73,40,0,3,37,False
2023-01-03,5,74,70,46,4,112,False
2023-01-03,5,75,103,0,3,100,False
2023-01-03,5,76,50,22,1,71,False
2023-01-03,5,77,78,0,3,75,False
2023-01-03,5,78,52,0,4,48,False
2023-01-03,5,79,101,0,3,98,False
2023-01-03,5,81,81,0,0,81,False
2023-01-03,5,82,61,0,0,61,False
2023-01-03,5,83,52,15,0,67,False
2023-01-03,5,84,72,0,0,72,False
2023-01-03,5,87,90,0,7,83,False
2023-01-03,8,1,31,0,0,31,False
2023-01-03,8,2,108,0,0,108,False
2023-01-03,8,3,97,0,0,97,False
2023-01-03,8,4,58,0,0,58,False
2023-01-03,8,5,77,0,0,77,False
2023-01-03,8,6,91,0,0,91,False
2023-01-03,8,7,47,0,0,47,False
2023-01-03,8,8,77,0,0,77,False
2023-01-03,8,9,50,0,0,50,False
2023-01-03,8,10,46,0,0,46,False
2023-01-03,8,11,83,0,0,83,False
2023-01-03,8,12,110,54,0,164,False
2023-01-03,8,13,105,57,0,162,False
2023-01-03,8,14,103,59,0,162,False
2023-01-03,8,15,83,0,0,83,False
2023-01-03,8,16,102,0,0,102,False
2023-01-03,8,17,82,13,0,95,False
2023-01-03,8,18,40,0,0,40,False
2023-01-03,8,19,109,0,0,109,False
2023-01-03,8,20,82,0,0,82,False
2023-01-03,8,21,84,0,0,84,False
2023-01-03,8,22,71,0,8,63,False
